path,width,height,sha256
assets/minecraft/textures/block/brewing_stand_base.png,16,16,5f345e69256061bfbc45910c673446c02a140f2a84a2badd3106200f5a7a43a9
assets/minecraft/textures/block/bricks.png,16,16,f23ef4c69e3598cab98a71b6a4b0c2855497bce1c88830aaa74689104ea89655
assets/minecraft/textures/block/brown_candle.png,16,16,d75214414b58460b9fe50014dfa06594c75d7a9730004ae61ea7baeaeabb1a05
assets/minecraft/textures/block/brown_candle_lit.png,16,16,83c703fdbb811064c90d581a4deb92ca2c4eff17e8cf97edd3e8fc32c1178c65
assets/minecraft/textures/block/brown_concrete.png,16,16,ac3a0880402c00ee6bb43b92ca062135de8cf29e602c98a057649ab0933f6757
assets/minecraft/textures/block/brown_concrete_powder.png,16,16,1c9fccc76ff77d1a812b06f374dfa9d7832c23849ae066e5ec894f84498b115e
assets/minecraft/textures/block/brown_glazed_terracotta.png,16,16,cb44feaf6074d15b58b84b1f57a46fe01a5f4ad81476d1c0af60e35edff12bb7
assets/minecraft/textures/block/brown_mushroom.png,16,16,a7e9990f39be45a2f09c0e4b690ee04cf72930e924a3abf5e615153b8d1af931
assets/minecraft/textures/block/brown_mushroom_block.png,16,16,d69b35b3485fcded9d972dbf1bf9ff6016061f6fcfdf32cdd2bade6c93dfc9a9
assets/minecraft/textures/block/brown_shulker_box.png,16,16,5e82278c3f462d200c8f5ba9df40f68a8c08abd634cf483ce396e4aab7e7be5e
assets/minecraft/textures/block/brown_stained_glass.png,16,16,1d835741ad220db343a3469f0c9ec07fe701c974bc97f62aab50fe158fb13a81
assets/minecraft/textures/block/brown_stained_glass_pane_top.png,16,16,0593bd7434b5b935ce5553fbac1d5c61e8e80de448946208cd3bc6e56ab9874b
assets/minecraft/textures/block/brown_terracotta.png,16,16,88f43c0d3544385de2d0ea4b45654394ea37c592d83d04943d47ab18dc1b58b5
assets/minecraft/textures/block/brown_wool.png,16,16,a9d8acc0e92cce9021316ab40dc8565da9c91ade7f56f543fb4706b65715226d
assets/minecraft/textures/block/bubble_coral.png,16,16,08d5070be9ecfc077114f608d91917bd4448eb289014eb676587342a4bf0a3e4
